0	Avocado_p0
1	Avocado_p1
2	Avocado_p2
3	Avocado_p3
4	Avocado_p4
5	Avocado_p5
6	Avocado_p6
7	Avocado_p7
8	Avocado_p8
9	Avocado_p9
10	Avocado_p10
20	Average
1000	BrokenNodes
1010	ENCODE_DCC_Imputes
1020	Hongyang_Li_and_Yuanfang_Guan
1030	KKT-ENCODE-Impute-model_1
1031	KKT-ENCODE-Impute-model_2
1040	LiPingChun
1050	MLeipzig
1060	noml

