9688508	3330254	C31M02.9688508.npy	C31	M02	0	77.1778753444413	0.791602769254884	0.470109215538552	1188.40727216238	93.7277214724585	974.400507995956	73564.2525484503	5949.51096959911	7104.13560020707
9688524	3330254	C40M16.9688524.npy	C40	M16	0	101.036901629064	0.400071359743806	0.288416409038484	712.800986565785	141.612264900412	1095.81260984321	219680.639095741	10068.5199005566	7774.57284944396
9688514	3330254	C38M18.9688514.npy	C38	M18	0	1.94815584886561	0.54029449959078	0.396194447600528	7.52169261737633	3.50233114068055	2.9681506148929	294.443065889174	142.40500391982	50.7860020318529
9688518	3330254	C39M16.9688518.npy	C39	M16	0	185.592501226984	0.385631609989668	0.268791837910749	1149.77654855724	258.777931421348	965.316590629999	280503.730657936	18527.9412808465	10029.4897470584
9688506	3330254	C28M29.9688506.npy	C28	M29	0	0.41797949228694	0.224749612035918	0.269503647556626	0.286941864443015	0.294428329026485	1.36048832843265	13797.7949352944	23.1310953205794	9.87578177423924
9688532	3330254	C51M18.9688532.npy	C51	M18	0	1.05669136267065	0.583422036249906	0.38276836364646	2.13485774394713	1.85334272878147	1.00890978986145	79.4932670283863	66.480253609033	23.6414867258605
9688503	3330254	C28M17.9688503.npy	C28	M17	0	0.577507058301186	0.205928186803026	0.23072217074045	1.88454130368535	0.663317106808036	1.92024199698768	21.5123404736952	11.5362087944673	24.8545942974701
9688510	3330254	C31M29.9688510.npy	C31	M29	0	0.339440245380831	0.246475465332792	0.294127479330004	0.314032392292163	0.287800333967331	0.581595556525738	5128.38279683746	13.9052877017545	5.58724210224705
9688531	3330254	C51M17.9688531.npy	C51	M17	0	1.53494598553338	0.246740452742795	0.245112493040426	3.67354329420844	1.43995789845999	3.82982733927884	143.144698268303	65.6290822515018	35.7252014390021
9688499	3330254	C19M22.9688499.npy	C19	M22	0	726.114053751902	0.866735140029172	0.170036818845369	8818.83689428168	1359.20345879976	1947.7426656742	404870.830729687	72486.8373418638	72262.6325758161
9688486	3330254	C07M20.9688486.npy	C07	M20	0	1.14087450091434	0.307146254773861	0.277361544772712	2.04769434056222	1.40231541059435	4.38770159940636	34.3830982103173	75.4023501696642	19.4473797721889
9688534	3330254	C51M29.9688534.npy	C51	M29	0	0.424489260455998	0.28139475723799	0.292698379261126	0.458972894984453	0.370158535122543	0.74818323746722	2805.1421713111	19.366384766525	5.85717416470383
9688482	3330254	C05M29.9688482.npy	C05	M29	0	0.358168302018888	0.172609182267755	0.289384558562915	0.79298202922416	0.341888576500162	0.449954641659144	1362.98177582963	14.6145569155308	4.19168795976001
9688513	3330254	C38M17.9688513.npy	C38	M17	0	1.07155877753698	0.468706240354252	0.219143776115374	4.19038477616386	1.21294849382002	4.39504011948808	169.688787282537	68.7176780697902	53.2104186263001
9688508	3330254	C31M02.9688508.npy	C31	M02	1	195.514072625049	0.598298745884015	0.477436092255896	7482.827693605	492.288827818086	998.269328668668	619566892.821218	17803.1456007035	18885.1607216384
9688524	3330254	C40M16.9688524.npy	C40	M16	1	103.54117022225	0.398099210722045	0.307285661975985	823.020237732648	145.72983323621	1268.64297071503	426780.737402422	10319.2907274587	8026.69000305015
9688514	3330254	C38M18.9688514.npy	C38	M18	1	1.9435443481538	0.543245544300902	0.412097316135064	7.56547810759887	3.53361192619694	2.97166492801723	303.14969382317	142.951025672249	51.8922259442471
9688518	3330254	C39M16.9688518.npy	C39	M16	1	184.409902925705	0.380726343805759	0.291961422537803	1290.46518236789	262.954530709203	1113.6141886329	424261.009260033	18409.972688786	10020.7048322786
9688506	3330254	C28M29.9688506.npy	C28	M29	1	0.438421985610696	0.206870738132509	0.28120688283403	0.267122166471806	0.27847291468853	1.35506239500858	35364.4586609239	25.9198337040865	9.76998781549294
9688532	3330254	C51M18.9688532.npy	C51	M18	1	1.11119931706936	0.581237632950906	0.393764961091246	2.14355242637923	1.96143597190663	1.05601099264341	58.1349140855285	71.7056183103785	26.6321149962321
9688503	3330254	C28M17.9688503.npy	C28	M17	1	0.570193799600584	0.207890049391967	0.247380335439725	1.82571057379222	0.653539488069516	1.90870518978621	20.7055584103291	11.3987056511484	24.1573681130618
9688510	3330254	C31M29.9688510.npy	C31	M29	1	0.386441521148459	0.224678895434265	0.306947663395047	0.300163785341702	0.271293604365945	0.59376690737904	36711.7500046904	19.6972659756911	5.64329720390821
9688486	3330254	C07M20.9688486.npy	C07	M20	1	1.11626547587916	0.311927027945888	0.295797057036773	2.03401396135276	1.38797070324948	4.45925842216275	37.2994923524156	73.7407674996848	19.2627667137272
